sentence_id;raw;correct;type;correct_indexes
731;С Кузнецкого моста я заехал в кондитерскую на Тверской (1) и (2) хотя желал притвориться (3) что меня в кондитерской преимущественно интересуют газеты (4) не смог удержаться от нескольких сладких пирожков.;С Кузнецкого моста я заехал в кондитерскую на Тверской и, хотя желал притвориться, что меня в кондитерской преимущественно интересуют газеты, не смог удержаться от нескольких сладких пирожков.;20;['(2)', '(3)', '(4)']
732;С моря дул влажный холодный ветер (1) разнося по степи (2) задумчивую мелодию плеска (3) набегавшей на берег волны.;С моря дул влажный холодный ветер, разнося по степи задумчивую мелодию плеска набегавшей на берег волны.;17;['(1)']
733;С наступлением ночи (1) Ростовы и (2) ехавшие с ними (3) раненые разместились по дворам и избам большого села, а кучера Ростовых и денщики раненых (4) позаботившись о господах (5) поужинали (6) и (7) задав корму лошадям (8) вышли на крыльцо.;С наступлением ночи Ростовы и ехавшие с ними раненые разместились по дворам и избам большого села, а кучера Ростовых и денщики раненых, позаботившись о господах, поужинали и, задав корму лошадям, вышли на крыльцо.;17;['(4)', '(5)', '(7)', '(8)']
;С одной стороны (1) безмолвствовали горы, с другой стороны (2) шумело море. С одной стороны (3) автомобили полезны, а с другой стороны (4) всем известен тот вред, который они наносят окружающей среде.;С одной стороны безмолвствовали горы, с другой стороны шумело море. С одной стороны, автомобили полезны, а с другой стороны, всем известен тот вред, который они наносят окружающей среде.;18;['(3)', '(4)']
736;С самого раннего возраста (1) А. Т. Твардовский впитал любовь и уважение к земле, нелёгкому труду на ней и кузнечному делу (2) мастером (3) которого (4) был его отец.;С самого раннего возраста А. Т. Твардовский впитал любовь и уважение к земле, нелёгкому труду на ней и кузнечному делу, мастером которого был его отец.;19;['(2)']
737;Сад (1) всё больше редея и переходя в настоящий луг (2) спускался к (3) поросшей зелёным камышом и ивняком (4) реке.;Сад, всё больше редея и переходя в настоящий луг, спускался к поросшей зелёным камышом и ивняком реке.;17;['(1)', '(2)']
738;Самоуверенный генерал со своей убеждённостью в том (1) что не то хорошо (2) что хорошо (3) а то хорошо (4) что ему пришло в голову (5) написал в послании первые слова (6) которые пришли ему в голову (7) и (8) которые не имели смысла.;Самоуверенный генерал со своей убеждённостью в том, что не то хорошо, что хорошо, а то хорошо, что ему пришло в голову, написал в послании первые слова, которые пришли ему в голову и которые не имели смысла.;20;['(1)', '(2)', '(3)', '(4)', '(5)', '(6)']
739;Самым популярным вариантом дома в Архангельске является сруб из сосны (1) внутренняя отделка (2) которого (3) изготовлена из осины или берёзы.;Самым популярным вариантом дома в Архангельске является сруб из сосны, внутренняя отделка которого изготовлена из осины или берёзы.;19;['(1)']
740;Сделав большой круг по газетному переулку в Кисловке (1) Левин опять вернулся в гостиницу и (2) положив перед собой часы (3) сел (4) ожидая двенадцати.;Сделав большой круг по газетному переулку в Кисловке, Левин опять вернулся в гостиницу и, положив перед собой часы, сел, ожидая двенадцати.;17;['(1)', '(2)', '(3)', '(4)']
741;Сдержанная улыбка играла постоянно на лице Анны Павловны (1) и (2) хотя и не шла к ее отжившим чертам (3) но эта улыбка выражала постоянное сознание своего милого недостатка.;Сдержанная улыбка играла постоянно на лице Анны Павловны, и хотя и не шла к ее отжившим чертам, но эта улыбка выражала постоянное сознание своего милого недостатка.;20;['(1)', '(3)']
742;Сейчас мне придётся ненадолго отлучиться (1) но (2) когда я вновь вернусь в Москву (3) то буду искренне рад с Вами увидеться (4) если и Вы соизволите согласиться на встречу.;Сейчас мне придётся ненадолго отлучиться, но когда я вновь вернусь в Москву, то буду искренне рад с Вами увидеться, если и Вы соизволите согласиться на встречу.;20;['(1)', '(3)', '(4)']
743;Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас, смущённый, он стоял перед нами, теребя платок и что-то рассматривая под ногами.;17;['(1)', '(2)', '(3)']
;Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове, услыхав ясно раздавшийся в тихом воздухе гон с подвыванием не более двух или трёх собак. Он, наклонив голову, прислушался и молча погрозился барину.;17;['(1)', '(5)', '(6)']
746;Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили, что мне стоит отказаться от идеи организовать собственную выставку и что я должен заняться чем-то более серьёзным, моя вера в себя только крепла, так что, хотя было порой трудно, я продолжал писать картины и готовиться к выставке.;20;['(1)', '(4)', '(5)', '(6)', '(7)']
747;Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в доме, из окна которого было видно петляющую по заливным лугам реку.;19;['(1)']
748;Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег, но когда у пристани на огромной груде апельсинов увидел незнакомого китайца, то вдруг пронзительно и ясно ощутил, как далеко от него Родина.;20;['(1)', '(3)', '(4)']
749;Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича и письмо об этом решении уже было отправлено на его московский адрес, она собралась поехать попрощаться со своей тётушкой, дабы, несмотря на то что отношения между ними были очень непростыми, получить от неё благословение.;20;['(3)', '(4)', '(5)', '(7)']
750;Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом, и хотя он понимал, что не всё в его жизни на сегодняшний день идёт гладко и что не всё задуманное удаётся реализовать, но сегодня ему хотелось улыбаться и думать только о хорошем.;20;['(1)', '(3)', '(7)']
751;Когда он говорил о медицине (1) это производило какое-то новое и особенное впечатление (2) и после таких разговоров мне казалось (3) что (4) если бы он захотел (5) то мог бы стать настоящим учёным.;Когда он говорил о медицине, это производило какое-то новое и особенное впечатление, и после таких разговоров мне казалось, что если бы он захотел, то мог бы стать настоящим учёным.;20;['(1)', '(2)', '(3)', '(5)']
752;Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной, эта комната произвела странное впечатление своею бедною, мещанскою обстановкой, и, хотя в ней были и кресла, и громадная лампа с абажуром, она всё же походила на нежилое помещение, так что было очевидно, что в этой комнате мог чувствовать себя дома только такой человек, каким был доктор.;20;['(1)', '(2)', '(3)', '(4)', '(5)', '(6)', '(7)']
753;Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть, причина которой вам хорошо известна, сопровождала меня всю дорогу.;19;['(1)', '(4)']
754;Когда солнце только-только опустилось за горизонт (1) мы отправились в путь (2) чтобы к рассвету добраться до города (3) где в столь раннее время ещё можно проехать без пробок (4) и (5) как только выедем из мегаполиса (6) планировали остановиться в какой-нибудь придорожной роще (7) дабы отдохнуть там пару часов.;Когда солнце только-только опустилось за горизонт, мы отправились в путь, чтобы к рассвету добраться до города, где в столь раннее время ещё можно проехать без пробок, и, как только выедем из мегаполиса, планировали остановиться в какой-нибудь придорожной роще, дабы отдохнуть там пару часов.;20;['(1)', '(2)', '(3)', '(4)', '(5)', '(6)', '(7)']
755;Сестра ничего не ответила (1) и (2) чтобы отвлечься от неприятного ей разговора (3) она подошла к клетке с птицами и стала рассеянно подсыпать зерно в кормушки (4) хотя они уже были полны.;Сестра ничего не ответила, и, чтобы отвлечься от неприятного ей разговора, она подошла к клетке с птицами и стала рассеянно подсыпать зерно в кормушки, хотя они уже были полны.;20;['(1)', '(2)', '(3)', '(4)']
756;Сильнее пахнет туманом (1) и (2) когда ступаем на луг (3) охватывает запах скошенной, ещё сырой травы (4) хотя и видны уже признаки её первого увядания.;Сильнее пахнет туманом, и, когда ступаем на луг, охватывает запах скошенной, ещё сырой травы, хотя и видны уже признаки её первого увядания.;20;['(1)', '(2)', '(3)', '(4)']
757;Сквозь пургу я (1) напрягая зрение (2) старался лучше разглядеть крестьянскую хату (3) засыпанную снегом (4) по самые окна.;Сквозь пургу я, напрягая зрение, старался лучше разглядеть крестьянскую хату, засыпанную снегом по самые окна.;17;['(1)', '(2)', '(3)']
758;Скинув платье (1) и (2) надев кофту (3) она (4) подвернув ноги (5) села на постель (6) приготовленную на полу (7) и (8) не смотрясь в зеркало (9) стала аккуратно вынимать из причёски шпильки.;Скинув платье и надев кофту, она, подвернув ноги, села на постель, приготовленную на полу, и, не смотрясь в зеркало, стала аккуратно вынимать из причёски шпильки.;17;['(3)', '(4)', '(5)', '(6)', '(7)', '(8)', '(9)']
759;Любивший заниматься траволечением, Дмитрий Сергеевич всё лето заставлял всех нас (1) пить жгучий зелёный настой (2) и (3) хотя мы морщились и ругались (4) но всё же должны были согласиться с тем (5) что напиток оказывает превосходное целебное действие.;Любивший заниматься траволечением, Дмитрий Сергеевич всё лето заставлял всех нас пить жгучий зелёный настой, и хотя мы морщились и ругались, но всё же должны были согласиться с тем, что напиток оказывает превосходное целебное действие.;20;['(2)', '(4)', '(5)']
760;Славная биография «архангельского мужика» Михаила Васильевича Ломоносова (1) ушедшего из деревни с обозом в Москву (2) и (3) ставшего со временем величайшим учёным (4) известна сегодня каждому школьнику.;Славная биография «архангельского мужика» Михаила Васильевича Ломоносова, ушедшего из деревни с обозом в Москву и ставшего со временем величайшим учёным, известна сегодня каждому школьнику.;17;['(1)', '(4)']
761;Следует заметить (1) что размер страховой суммы (2) в пределах (3) которой (4) компания обязана застраховать пенсионные накопления (5) чрезвычайно мал.;Следует заметить, что размер страховой суммы, в пределах которой компания обязана застраховать пенсионные накопления, чрезвычайно мал.;19;['(1)', '(2)', '(5)']
762;Слепой быстро освоился на новом месте (1) и (2) когда просыпался по утрам (3) уже знал (4) что в комнату заглядывают тёплые лучи солнца (5) и (6) что (7) если он протянет руку в раскрытое окно (8) то с кустов посыплется роса.;Слепой быстро освоился на новом месте и, когда просыпался по утрам, уже знал, что в комнату заглядывают тёплые лучи солнца и что если он протянет руку в раскрытое окно, то с кустов посыплется роса.;20;['(2)', '(3)', '(4)', '(8)']
763;Мальчик знал (1) что в этом подъезде служит суровый швейцар (2) и (3) что (4) если начать приставать к прохожим прямо у дверей (5) то можно отведать крепких тумаков.;Мальчик знал, что в этом подъезде служит суровый швейцар и что если начать приставать к прохожим прямо у дверей, то можно отведать крепких тумаков.;20;['(1)', '(5)']
764;Слепой знал (1) что в комнату смотрит солнце (2) и (3) что (4) если он протянет руку в окно (5) с кустов посыплется роса.;Слепой знал, что в комнату смотрит солнце и что если он протянет руку в окно, с кустов посыплется роса.;20;['(1)', '(5)']
765;Медикам и аптекарям отвечал он (1) что докторский диплом даёт ему право лечить (2) что он никому не навязывается с своим лечением (3) и (4) что (5) если он часто назначал странные условия (6) которые всякий был волен принять или не принять (7) это делалось для того только (8) чтоб избавиться от докучливой толпы.;Медикам и аптекарям отвечал он, что докторский диплом даёт ему право лечить, что он никому не навязывается с своим лечением и что, если он часто назначал странные условия, которые всякий был волен принять или не принять, это делалось для того только, чтоб избавиться от докучливой толпы.;20;['(1)', '(2)', '(5)', '(6)', '(7)', '(8)']
766;Месяца два после свадьбы мой отчим служил на пристани в конторе (1) и (2) хотя очень тяжело было видеть (3) как он приходит и садится на то место (4) где прежде сидел отец (5) и ест его ложкой из его тарелки (6) всё-таки можно было ещё жить, возвращаясь домой (7) когда он уже спал.;Месяца два после свадьбы мой отчим служил на пристани в конторе, и, хотя очень тяжело было видеть, как он приходит и садится на то место, где прежде сидел отец, и ест его ложкой из его тарелки, всё-таки можно было ещё жить, возвращаясь домой, когда он уже спал.;20;['(1)', '(2)', '(3)', '(4)', '(5)', '(6)', '(7)']
767;Слова (1) образованные от географических названий (2) довольно часто ставят перед говорящим и пишущим (3) вопросы (4) связанные с нормативным словоупотреблением.;Слова, образованные от географических названий, довольно часто ставят перед говорящим и пишущим вопросы, связанные с нормативным словоупотреблением.;17;['(1)', '(2)', '(4)']
768;Сначала мы ехали вдоль пригородов (1) подступивших к самому шоссе (2) частоколами покосившихся заборов, но часа через два они кончились (3) уступив место (4) грустно желтеющим (5) лесам (6) перемежающимся (7) скошенными полями с копнами соломы.;Сначала мы ехали вдоль пригородов, подступивших к самому шоссе частоколами покосившихся заборов, но часа через два они кончились, уступив место грустно желтеющим лесам, перемежающимся скошенными полями с копнами соломы.;17;['(1)', '(3)', '(6)']
769;Сначала я думал (1) что ничего не пойму в учебнике шахматной игры (2) но (3) когда начал читать (4) то увидел (5) что он написан очень просто и понятно.;Сначала я думал, что ничего не пойму в учебнике шахматной игры, но когда начал читать, то увидел, что он написан очень просто и понятно.;20;['(1)', '(2)', '(4)', '(5)']
770;Сначала я думал (1) что шахматы — это не для меня (2) и (3) что я ничего не пойму в учебнике шахматной игры (4) однако (5) когда начал читать (6) то увидел (7) что он написан очень просто (8) и что шахматную науку одолеть мне вполне по силам.;Сначала я думал, что шахматы — это не для меня и что я ничего не пойму в учебнике шахматной игры, однако когда начал читать, то увидел, что он написан очень просто и что шахматную науку одолеть мне вполне по силам.;20;['(1)', '(4)', '(6)', '(7)']
771;Снег засыпал следы путников (1) и стало ясно (2) что (3) если снегопад не прекратится к ночи (4) то обратную дорогу придётся искать с трудом.;Снег засыпал следы путников, и стало ясно, что если снегопад не прекратится к ночи, то обратную дорогу придётся искать с трудом.;20;['(1)', '(2)', '(4)']
772;Снег (1) выпавший ночью (2) и (3) ещё не изборождённый полозьями (4) лежал ровными синевато-розовыми пеленами.;Снег, выпавший ночью и ещё не изборождённый полозьями, лежал ровными синевато-розовыми пеленами.;17;['(1)', '(4)']
773;Снежок (1) выпавший ночью (2) и тающий у нас на глазах (3) делает недалеко расположенный холм (4) ещё более скользким.;Снежок, выпавший ночью и тающий у нас на глазах, делает недалеко расположенный холм ещё более скользким.;17;['(1)', '(3)']
774;Созданный Блоком (1) «страшный мир» города и его Незнакомка (2) пугающая (3) и неодолимо влекущая к себе (4) подавляют поэта.;Созданный Блоком «страшный мир» города и его Незнакомка, пугающая и неодолимо влекущая к себе, подавляют поэта.;17;['(2)', '(4)']
775;Создатели Воскресенского собора в подмосковной Истре (1) повторяя план и размеры храма Воскресения Христова в Иерусалиме (2) возвели (3) в Подмосковье (4) отличающийся (5) особой красотой (6) храм.;Создатели Воскресенского собора в подмосковной Истре, повторяя план и размеры храма Воскресения Христова в Иерусалиме, возвели в Подмосковье отличающийся особой красотой храм.;17;['(1)', '(2)']
776;Создателями произведений, как правило, анонимных, в Древней Руси выступали (1) искренне заботившиеся о судьбах своей родины (2) люди (3) мыслившие (4) во вселенских масштабах.;Создателями произведений, как правило, анонимных, в Древней Руси выступали искренне заботившиеся о судьбах своей родины люди, мыслившие во вселенских масштабах.;17;['(3)']
777;Солдаты (1) принесшие князя Андрея (2) и снявшие с него попавшийся им золотой образок (3) навешенный на брата княжной Марьей (4) увидав ласковость, с которою обращался император с пленными, поспешили возвратить образок.;Солдаты, принесшие князя Андрея и снявшие с него попавшийся им золотой образок, навешенный на брата княжной Марьей, увидав ласковость, с которою обращался император с пленными, поспешили возвратить образок.;17;['(1)', '(3)', '(4)']
778;Солнечным и ясным утром Володя и Лида шли по красивой аллее (1) в глубине (2) которой (3) виднелось двухэтажное белое здание (4) и мило беседовали.;Солнечным и ясным утром Володя и Лида шли по красивой аллее, в глубине которой виднелось двухэтажное белое здание, и мило беседовали.;19;['(1)', '(4)']
779;Сочетание лексического и грамматического значений (1) может образовывать сложные смысловые образы (2) анализ которых (3) позволяет глубже проникнуть в содержание стихотворения.;Сочетание лексического и грамматического значений может образовывать сложные смысловые образы, анализ которых позволяет глубже проникнуть в содержание стихотворения.;19;['(2)']
780;Спокойная величавая река с точками лодок и их пропадающими следами расстилалась между берегами и уходила вперёд (1) сжимаясь меж громадными уступами скал (2) и затем исчезала (3) в ярко зеленеющих (4) долинах.;Спокойная величавая река с точками лодок и их пропадающими следами расстилалась между берегами и уходила вперёд, сжимаясь меж громадными уступами скал, и затем исчезала в ярко зеленеющих долинах.;17;['(1)', '(2)']
781;Сразу же за рекой (1) поднимаясь вверх (2) виднелись скалистые горы (3) очерченные внизу (4) ломаной линией чернеющих низеньких кустарников.;Сразу же за рекой, поднимаясь вверх, виднелись скалистые горы, очерченные внизу ломаной линией чернеющих низеньких кустарников.;17;['(1)', '(2)', '(3)']
782;Среди (1) населявших некогда территорию современной России (2) многочисленных народов (3) наибольшее внимание историков привлекают скифы (4) исчезнувшие с исторической арены ещё до Новой эры (5) и (6) оставившие после себя удивительные ювелирные артефакты.;Среди населявших некогда территорию современной России многочисленных народов наибольшее внимание историков привлекают скифы, исчезнувшие с исторической арены ещё до Новой эры и оставившие после себя удивительные ювелирные артефакты.;17;['(4)']
;Среди писателей конца XX века (1) именно (2) В. М. Шукшин вновь обратился к народной теме. Люди, которые сохранили народные «корни» (3) по мнению писателя (4) тянутся к духовному началу, заложенному в народном сознании.;Среди писателей конца XX века именно В. М. Шукшин вновь обратился к народной теме. Люди, которые сохранили народные «корни», по мнению писателя, тянутся к духовному началу, заложенному в народном сознании.;18;['(3)', '(4)']
785;Надобно посмотреть (1) в каком духе пишут сами приверженцы чистого искусства (2) и в каком духе написаны одобряемые ими произведения (3) и (4) когда мы разглядим это (5) то увидим (6) что они заботятся не о чистом искусстве, а хотят подчинить литературу служению одной тенденции, имеющей чисто житейское значение.;Надобно посмотреть, в каком духе пишут сами приверженцы чистого искусства и в каком духе написаны одобряемые ими произведения, и когда мы разглядим это, то увидим, что они заботятся не о чистом искусстве, а хотят подчинить литературу служению одной тенденции, имеющей чисто житейское значение.;20;['(1)', '(3)', '(5)', '(6)']
;Среди поэтов «серебряного века» А. Блок занимает (1) несомненно (2) особое положение. Он не повторяет чужих тем, но черпает содержание своих стихов (3) исключительно (4) из глубины своей души.;Среди поэтов «серебряного века» А. Блок занимает, несомненно, особое положение. Он не повторяет чужих тем, но черпает содержание своих стихов исключительно из глубины своей души.;18;['(1)', '(2)']
788;Среди развалин древнего Херсонеса (1) висит (2) раскачиваясь над морем (3) колокол (4) установленный на невысоких прочных столбах.;Среди развалин древнего Херсонеса висит, раскачиваясь над морем, колокол, установленный на невысоких прочных столбах.;17;['(2)', '(3)', '(4)']
789;Старик знал (1) что (2) пока не зацветёт чертополох (3) и не созреют семена льна (4) он не сможет приготовить необходимое лекарство.;Старик знал, что, пока не зацветёт чертополох и не созреют семена льна, он не сможет приготовить необходимое лекарство.;20;['(1)', '(2)', '(4)']
791;Неизвестно (1) о чём они спорили (2) пока лифт поднимался на пятый этаж (3) однако этого времени вполне хватило (4) чтобы Бобровы выяснили (5) кто из них кто (6) и (7) когда дверь лифта на пятом этаже плавно раскрылась (8) к дежурной по этажу вышли вполне примирившиеся друг с другом и с обстоятельствами люди.;Неизвестно, о чём они спорили, пока лифт поднимался на пятый этаж, однако этого времени вполне хватило, чтобы Бобровы выяснили, кто из них кто, и, когда дверь лифта на пятом этаже плавно раскрылась, к дежурной по этажу вышли вполне примирившиеся друг с другом и с обстоятельствами люди.;20;['(1)', '(2)', '(3)', '(4)', '(5)', '(6)', '(7)', '(8)']
792;Старый сад (1) казалось (2) один освежал эту (3) когда-то (4) оживлённую деревню и был живописен в своём запустении.;Старый сад, казалось, один освежал эту когда-то оживлённую деревню и был живописен в своём запустении.;18;['(1)', '(2)']
793;Некоторые историки стесняются и даже сердятся (1) когда им доказывают (2) что они тоже люди определённой эпохи (3) и (4) что этот факт должен обязательно отразиться на их взглядах (5) поскольку (6) если бы они жили раньше или позже (7) то и ХI, ХVII, XIX века в их статьях и книгах были бы несколько иными.;Некоторые историки стесняются и даже сердятся, когда им доказывают, что они тоже люди определённой эпохи и что этот факт должен обязательно отразиться на их взглядах, поскольку если бы они жили раньше или позже, то и ХI, ХVII, XIX века в их статьях и книгах были бы несколько иными.;20;['(1)', '(2)', '(5)', '(7)']
794;Но мы уже не станем продолжать наш рассказ в такой подробности (1) в какой (2) вели до сих пор (3) и потому опустим историю о том (4) как Николай Парфёнович внушал каждому призываемому свидетелю (5) что тот должен показывать по правде и совести (6) и (7) что впоследствии должен будет повторить это показание под присягой.;Но мы уже не станем продолжать наш рассказ в такой подробности, в какой вели до сих пор, и потому опустим историю о том, как Николай Парфёнович внушал каждому призываемому свидетелю, что тот должен показывать по правде и совести и что впоследствии должен будет повторить это показание под присягой.;20;['(1)', '(3)', '(4)', '(5)']
795;Стая диких уток с пронзительным криком промчалась над нашими головами (1) и (2) когда мы услышали (3) с каким шумом они опустились на реку (4) нам стало немного не по себе.;Стая диких уток с пронзительным криком промчалась над нашими головами, и, когда мы услышали, с каким шумом они опустились на реку, нам стало немного не по себе.;20;['(1)', '(2)', '(3)', '(4)']
796;Но Таня горячо возразила (1) что ей совершенно нечего рассказать (2) что она «лежачий камень» (3) что решительно ничего романтического в её жизни не происходит (4) что она обыкновенный обыватель и мещанин (5) и (6) что (7) если я не поделюсь с ней своими переживаниями и своей историей (8) то это будет нехорошо.;Но Таня горячо возразила, что ей совершенно нечего рассказать, что она «лежачий камень», что решительно ничего романтического в её жизни не происходит, что она обыкновенный обыватель и мещанин и что если я не поделюсь с ней своими переживаниями и своей историей, то это будет нехорошо.;20;['(1)', '(2)', '(3)', '(4)', '(8)']
797;Степной воздух (1) наполненный тысячью разных птичьих свистов (2) был жарким, а в высоком небе неподвижно стояли ястребы (3) распластав свои крылья (4) и неподвижно устремив глаза свои в траву...;Степной воздух, наполненный тысячью разных птичьих свистов, был жарким, а в высоком небе неподвижно стояли ястребы, распластав свои крылья и неподвижно устремив глаза свои в траву...;17;['(1)', '(2)', '(3)']
798;Стояла жара (1) и (2) если вдруг налетал ветерок (3) и приносил с собой прохладу (4) деревья благодарно кивали ветвями.;Стояла жара, и, если вдруг налетал ветерок и приносил с собой прохладу, деревья благодарно кивали ветвями.;20;['(1)', '(2)', '(4)']
799;Стояла прекрасная погода (1) и (2) хотя октябрь был в самом разгаре (3) на деревьях по-прежнему трепетала зелёная листва (4) а солнце грело по-летнему.;Стояла прекрасная погода, и, хотя октябрь был в самом разгаре, на деревьях по-прежнему трепетала зелёная листва, а солнце грело по-летнему.;20;['(1)', '(2)', '(3)', '(4)']
800;Строители Воскресенского собора на Истре (1) повторив план, топографию и размер храма в Иерусалиме (2) возвели в Подмосковье (3) отличающийся особой красотой и оригинальностью (4) памятник архитектуры XVII столетия.;Строители Воскресенского собора на Истре, повторив план, топографию и размер храма в Иерусалиме, возвели в Подмосковье отличающийся особой красотой и оригинальностью памятник архитектуры XVII столетия.;17;['(1)', '(2)']
