original;corrected
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя передник NUM и NUM что-то рассматривая под ногами.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;тогда NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под ногами.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;здесь NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под ногами.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под пятками.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под коленками.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под руками.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя платочек NUM и NUM что-то рассматривая под ногами.
Сейчас (1) смущённый (2) он стоял перед нами (3) теребя платок (4) и (5) что-то рассматривая под ногами.;Сейчас NUM смущённый NUM он стоял перед нами NUM теребя платок NUM и NUM что-то рассматривая под ступнями.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM молча NUM погрозился лакею.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM торопливо NUM погрозился барину.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM молча NUM погрозился мужику.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM молча NUM погрозился мужичку.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM молча NUM погрозился барину.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM молчаливо NUM погрозился барину.
Семён остановился на полуслове (1) услыхав (2) ясно (3) раздавшийся в тихом воздухе (4) гон с подвыванием не более двух или трёх собак. Он (5) наклонив голову (6) прислушался и (7) молча (8) погрозился барину.;Семён остановился на полуслове NUM услыхав NUM ясно NUM раздавшийся в тихом воздухе NUM гон с подвыванием не более двух или трёх собак. Он NUM наклонив голову NUM прислушался и NUM неторопливо NUM погрозился барину.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было всегда трудно NUM я продолжал писать картины и готовиться к выставке.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было порой трудно NUM я продолжал читать картины и готовиться к выставке.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было порой трудно NUM я продолжал писать картины и дожидаться к выставке.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было порой трудно NUM я продолжал писать картины и предстоять к выставке.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было порой трудно NUM я продолжал писать картины и собираться к выставке.
Когда вокруг говорили (1) что мне стоит отказаться от идеи организовать собственную выставку (2) и (3) что я должен заняться чем-то более серьёзным (4) моя вера в себя только крепла (5) так что (6) хотя было порой трудно (7) я продолжал писать картины и готовиться к выставке.;Когда вокруг говорили NUM что мне стоит отказаться от идеи организовать собственную выставку NUM и NUM что я должен заняться чем-то более серьёзным NUM моя вера в себя только крепла NUM так что NUM хотя было порой трудно NUM я продолжал писать картины и готовиться к фотовыставке.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в доме NUM из окошка NUM которого NUM было видно NUM петляющую по заливным лугам реку.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в доме NUM из окна NUM которого NUM было видно NUM петляющую по заливным лугам речушку.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в доме NUM из окна NUM которого NUM было видно NUM петляющую по заливным лесам реку.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в доме NUM из окна NUM которого NUM было видно NUM петляющую по заливным лугам речку.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья тарасовых жила в доме NUM из окна NUM которого NUM было видно NUM петляющую по заливным лугам реку.
Семья Шишкиных жила в доме (1) из окна (2) которого (3) было видно (4) петляющую по заливным лугам реку.;Семья Шишкиных жила в особняке NUM из окна NUM которого NUM было видно NUM петляющую по заливным лугам реку.
Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег NUM но NUM когда у пристани на огромной груде апельсинов увидел незнакомого китайца NUM то вдруг пронзительно и ясно ощутил NUM как далеко от него чужбина.
Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег NUM но NUM когда у пристани на огромной груде апельсинов увидел незнакомого китайца NUM то вдруг жалобно и ясно ощутил NUM как далеко от него Родина.
Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег NUM но NUM когда у пристани на огромной груде апельсинов увидел незнакомого китайца NUM то вдруг тоненько и ясно ощутил NUM как далеко от него Родина.
Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег NUM но NUM когда у пристани на огромной груде апельсинов увидел незнакомого китайца NUM то вдруг протяжно и ясно ощутил NUM как далеко от него Родина.
Сергеев вышел на берег (1) но (2) когда у пристани на огромной груде апельсинов увидел незнакомого китайца (3) то вдруг пронзительно и ясно ощутил (4) как далеко от него Родина.;Сергеев вышел на берег NUM но NUM когда у пристани на огромной груде апельсинов увидел незнакомого китайца NUM то вдруг надрывно и ясно ощутил NUM как далеко от него Родина.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM получить от неё благословление.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM удостоить от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM дать от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM принести от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень трудными NUM получить от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM предоставить от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были столь непростыми NUM получить от неё благословение.
Когда Женя решила всё же принять предложение Александра Семёновича (1) и (2) письмо об этом решении уже было отправлено на его московский адрес (3) она собралась поехать попрощаться со своей тётушкой (4) дабы (5) несмотря на то что (6) отношения между ними были очень непростыми (7) получить от неё благословение.;Когда Женя решила всё же принять предложение Александра Семёновича NUM и NUM письмо об этом решении уже было отправлено на его московский адрес NUM она собралась поехать попрощаться со своей тётушкой NUM дабы NUM несмотря на то что NUM отношения между ними были очень непростыми NUM получить от неё архиерейство.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но вчера ему хотелось улыбаться NUM и думать только о хорошем.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось ухмыляться NUM и думать только о хорошем.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось улыбаться NUM и думать только о приятном.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось улыбаться NUM и думать только о превосходном.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось подмигивать NUM и думать только о хорошем.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось усмехаться NUM и думать только о хорошем.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось улыбаться NUM и думать только о плохом.
Сергей не стал спорить с другом (1) и (2) хотя он понимал (3) что не всё в его жизни на сегодняшний день идёт гладко (4) и (5) что (6) не всё задуманное удаётся реализовать (7) но сегодня ему хотелось улыбаться (8) и думать только о хорошем.;Сергей не стал спорить с другом NUM и NUM хотя он понимал NUM что не всё в его жизни на сегодняшний день идёт гладко NUM и NUM что NUM не всё задуманное удаётся реализовать NUM но сегодня ему хотелось улыбаться NUM и думать только о нужном.
Когда он говорил о медицине (1) это производило какое-то новое и особенное впечатление (2) и после таких разговоров мне казалось (3) что (4) если бы он захотел (5) то мог бы стать настоящим учёным.;Когда он говорил о медицине NUM это производило какое-то новое и особенное впечатление NUM и после таких разговоров мне казалось NUM что NUM если бы он захотел NUM то мог бы стать настоящим учёным.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой человек NUM каким был врач.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой человек NUM каким был профессор.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой человек NUM каким был кандидат.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой человек NUM твоим был доктор.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой человек NUM никаким был доктор.
Когда он оказался в гостиной (1) эта комната произвела странное впечатление своею бедною, мещанскою обстановкой (2) и (3) хотя в ней были и кресла, и громадная лампа с абажуром (4) она всё же походила на нежилое помещение (5) так что было очевидно (6) что в этой комнате мог чувствовать себя дома только такой человек (7) каким был доктор.;Когда он оказался в гостиной NUM эта комната произвела странное впечатление своею бедною, мещанскою обстановкой NUM и NUM хотя в ней были и кресла, и громадная лампа с абажуром NUM она всё же походила на нежилое помещение NUM так что было очевидно NUM что в этой комнате мог чувствовать себя дома только такой солдат NUM каким был доктор.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть NUM причина NUM которой NUM вам легко известна NUM сопровождала меня всю дорогу.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;душевная грусть NUM причина NUM которой NUM вам хорошо известна NUM сопровождала меня всю дорогу.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть NUM причина NUM которой NUM вам хорошо известна NUM сопровождала меня всю дорогу.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть NUM причина NUM которой NUM вам хорошо известна NUM сопровождала меня всю узкоколейку.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть NUM причина NUM которой NUM вам хорошо известна NUM сопровождала меня всю магистраль.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;коронарная грусть NUM причина NUM которой NUM вам хорошо известна NUM сопровождала меня всю дорогу.
Сердечная грусть (1) причина (2) которой (3) вам хорошо известна (4) сопровождала меня всю дорогу.;Сердечная грусть NUM причина NUM которой NUM вам неплохо известна NUM сопровождала меня всю дорогу.
Когда солнце только-только опустилось за горизонт (1) мы отправились в путь (2) чтобы к рассвету добраться до города (3) где в столь раннее время ещё можно проехать без пробок (4) и (5) как только выедем из мегаполиса (6) планировали остановиться в какой-нибудь придорожной роще (7) дабы отдохнуть там пару часов.;Когда солнце только-только опустилось за горизонт NUM мы отправились в путь NUM чтобы к рассвету добраться до города NUM где в столь раннее время ещё можно проехать без пробок NUM и NUM как только выедем из мегаполиса NUM планировали остановиться в какой-нибудь придорожной роще NUM дабы соснуть там пару часов.
